"Data;Último;Var%";
"8.8.2019;104.115;1,3%";
"8.8.2018;79.152;-1,49%";
"8.8.2017;67.899;-0,06%";
"8.8.2016;57.635;-0,05%";
"8.8.2014;55.573;-1,09%";
"8.8.2013;48.929;3,12%";
"8.8.2012;58.951;2,12%";
"8.8.2011;48.668;-8,09%";
"8.8.2008;56.584;-0,76%";
"8.8.2007;55.241;2,67%";
"8.8.2006;37.600;-0,26%";
"8.8.2005;26.711;0,73%";
"8.8.2003;13.500;1,29%";
"8.8.2002;10.316;4,52%";
"8.8.2001;13.919;-0,83%";
"8.8.2000;16.885;-0,65%";
"8.8.1997;12.129;-1,57%";
"8.8.1996;6.257;1,49%";
"8.8.1995;4.311;-1,89%";
"8.7.2022;100.289;-0,44%";
"8.7.2021;125.428;-1,25%";
"8.7.2020;99.770;2,06%";
"8.7.2019;104.530;0,42%";
"8.7.2016;53.141;2,16%";
"8.7.2015;51.782;-1,07%";
"8.7.2014;53.635;-0,31%";
"8.7.2013;45.076;-0,3%";
"8.7.2011;61.513;-1,12%";
"8.7.2010;63.476;0,3%";
"8.7.2009;49.178;-0,56%";
"8.7.2008;59.536;0,76%";
"8.7.2005;24.423;-0,11%";
"8.7.2004;20.887;-1,34%";
"8.7.2003;13.619;1,62%";
"8.7.2002;10.687;1,55%";
"8.7.1999;11.509;-2,01%";
"8.7.1998;10.336;1,28%";
"8.7.1997;13.617;0,85%";
"8.7.1996;6.339;0,84%";
"8.6.2022;108.368;-1,55%";
"8.6.2021;129.787;-0,76%";
"8.6.2020;97.645;3,18%";
"8.6.2018;72.942;-1,23%";
"8.6.2017;62.756;-0,66%";
"8.6.2016;51.629;2,26%";
"8.6.2015;52.810;-0,31%";
"8.6.2012;54.430;0,51%";
"8.6.2011;63.033;-0,29%";
"8.6.2010;61.794;1%";
"8.6.2009;53.630;0,54%";
"8.6.2007;52.330;0,54%";
"8.6.2006;35.438;0,49%";
"8.6.2005;24.702;-1,29%";
"8.6.2004;20.284;-0,8%";
"8.6.2001;15.366;-0,63%";
"8.6.2000;16.399;0,78%";
"8.6.1999;11.033;-0,13%";
"8.6.1998;10.540;1,64%";
"8.6.1995;3.818;0,26%";
"8.5.2023;106.042;0,85%";
"8.5.2020;80.263;2,74%";
"8.5.2019;95.597;1,28%";
"8.5.2018;82.956;0,29%";
"8.5.2017;65.526;-0,28%";
"8.5.2015;57.149;0,4%";
"8.5.2014;53.422;-1,17%";
"8.5.2013;55.805;-0,84%";
"8.5.2012;60.365;-1,4%";
"8.5.2009;51.396;2,67%";
"8.5.2008;69.722;1,02%";
"8.5.2007;50.278;-0,01%";
"8.5.2006;41.515;0,24%";
"8.5.2003;12.921;-0,27%";
"8.5.2002;12.617;2,23%";
"8.5.2001;14.747;-0,86%";
"8.5.2000;14.891;-2,15%";
"8.5.1998;11.220;1,42%";
"8.5.1997;10.437;2,52%";
"8.5.1996;5.360;1,44%";
"8.5.1995;3.914;-2,35%";
"8.4.2022;118.322;-0,45%";
"8.4.2021;118.313;0,59%";
"8.4.2020;78.625;2,97%";
"8.4.2019;97.369;0,27%";
"8.4.2016;50.293;3,67%";
"8.4.2014;51.629;-1,01%";
"8.4.2013;55.092;0,07%";
"8.4.2011;68.718;-0,66%";
"8.4.2010;71.785;1,4%";
"8.4.2009;44.182;0,81%";
"8.4.2008;64.540;0,57%";
"8.4.2005;25.885;-1,61%";
"8.4.2004;22.725;1,26%";
"8.4.2003;11.779;-2,94%";
"8.4.2002;13.160;-0,87%";
"8.4.1999;11.466;-0,56%";
"8.4.1998;11.975;1,08%";
"8.4.1997;9.738;-1,01%";
"8.4.1996;4.854;-2,49%";
"8.3.2023;106.540;2,22%";
"8.3.2022;111.203;-0,35%";
"8.3.2021;110.612;-3,98%";
"8.3.2019;95.365;1,09%";
"8.3.2018;84.985;-0,58%";
"8.3.2017;64.718;-1,56%";
"8.3.2016;49.102;-0,29%";
"8.3.2013;58.433;-0,7%";
"8.3.2012;66.908;1,35%";
"8.3.2010;68.575;-0,39%";
"8.3.2007;43.466;1,87%";
"8.3.2006;37.289;-0,36%";
"8.3.2005;29.021;-1,47%";
"8.3.2004;22.993;0,52%";
"8.3.2002;13.962;1,72%";
"8.3.2001;16.227;-1,02%";
"8.3.2000;18.283;-1,87%";
"8.3.1999;9.786;3,39%";
"8.3.1996;4.722;-0,71%";
"8.3.1995;2.363;-9,67%";
"8.2.2023;109.951;1,97%";
"8.2.2022;112.234;0,21%";
"8.2.2021;119.696;-0,45%";
"8.2.2019;95.343;0,99%";
"8.2.2018;81.533;-1,49%";
"8.2.2017;64.835;0,99%";
"8.2.2013;58.498;0,22%";
"8.2.2012;65.831;-0,13%";
"8.2.2011;65.771;0,63%";
"8.2.2010;63.153;0,62%";
"8.2.2008;59.076;0,19%";
"8.2.2007;44.892;0,68%";
"8.2.2006;36.499;-0,17%";
"8.2.2002;12.598;-0,68%";
"8.2.2001;17.243;2,56%";
"8.2.2000;18.686;3,09%";
"8.2.1999;8.824;4,61%";
"8.2.1996;5.323;0,76%";
"8.2.1995;3.556;-2,23%";
"8.1.2021;125.077;2,2%";
"8.1.2020;116.247;-0,36%";
"8.1.2019;92.032;0,36%";
"8.1.2018;79.379;0,39%";
"8.1.2016;40.612;-0,2%";
"8.1.2015;49.943;0,97%";
"8.1.2014;50.577;0,29%";
"8.1.2013;61.128;-1,3%";
"8.1.2010;70.263;-0,27%";
"8.1.2009;41.991;2,87%";
"8.1.2008;62.081;2,15%";
"8.1.2007;42.830;1,38%";
"8.1.2004;23.717;1,7%";
"8.1.2003;11.786;-0,76%";
"8.1.2002;14.168;-1,47%";
"8.1.2001;16.562;0,93%";
"8.1.1999;6.781;-2,49%";
"8.1.1998;9.657;-2,25%";
"8.1.1997;7.427;1,77%";
"8.1.1996;4.741;1%";
"7.12.2023;126.010;0,31%";
"7.12.2022;109.069;-1,02%";
"7.12.2021;107.558;0,65%";
"7.12.2020;113.590;-0,14%";
"7.12.2018;88.115;-0,82%";
"7.12.2017;72.487;-1,07%";
"7.12.2016;61.414;0,53%";
"7.12.2015;45.223;-0,3%";
"7.12.2012;58.487;1,44%";
"7.12.2011;58.663;-1,47%";
"7.12.2010;69.338;-0,31%";
"7.12.2009;68.512;1,34%";
"7.12.2007;65.639;-0,23%";
"7.12.2006;42.909;-0,43%";
"7.12.2005;32.757;-1,4%";
"7.12.2004;24.989;-2,51%";
"7.12.2001;13.299;-1,77%";
"7.12.2000;14.460;3,69%";
"7.12.1999;14.300;-0,31%";
"7.12.1998;7.946;4,18%";
"7.12.1995;4.319;0,35%";
"7.11.2023;119.268;0,71%";
"7.11.2022;115.342;-2,38%";
"7.11.2019;109.581;1,13%";
"7.11.2018;87.714;-1,08%";
"7.11.2017;72.415;-2,55%";
"7.11.2016;64.052;3,98%";
"7.11.2014;53.223;1,11%";
"7.11.2013;52.741;-1,21%";
"7.11.2012;58.517;-1,58%";
"7.11.2011;59.199;0,9%";
"7.11.2008;36.665;0,83%";
"7.11.2007;63.501;-1,55%";
"7.11.2006;41.048;-0,48%";
"7.11.2005;30.952;0,21%";
"7.11.2003;18.672;0,32%";
"7.11.2002;9.799;0,99%";
"7.11.2001;12.616;1,61%";
"7.11.2000;14.969;1,14%";
"7.11.1997;8.832;-6,39%";
"7.11.1996;6.667;-0,57%";
"7.11.1995;4.111;0,42%";
"7.10.2022;116.375;-1,01%";
"7.10.2021;110.585;0,02%";
"7.10.2020;95.526;-0,09%";
"7.10.2019;100.573;-1,93%";
"7.10.2016;61.109;0,77%";
"7.10.2015;48.914;2,47%";
"7.10.2014;57.436;0,56%";
"7.10.2013;52.417;-0,82%";
"7.10.2011;51.244;-2%";
"7.10.2010;69.918;-0,88%";
"7.10.2009;62.638;-0,05%";
"7.10.2008;40.140;-4,66%";
"7.10.2005;29.973;2,55%";
"7.10.2004;24.104;0,32%";
"7.10.2003;17.470;1,14%";
"7.10.2002;8.863;-4,29%";
"7.10.1999;11.338;-0,06%";
"7.10.1998;6.157;-2,83%";
"7.10.1997;12.481;-1,63%";
"7.10.1996;6.613;-0,21%";
"7.8.2023;119.380;-0,11%";
"7.8.2020;102.776;-1,3%";
"7.8.2019;102.782;0,6%";
"7.8.2018;80.347;-0,87%";
"7.8.2017;67.940;1,56%";
"7.8.2015;48.577;-2,87%";
"7.8.2014;56.188;-0,53%";
"7.8.2013;47.447;0,05%";
"7.8.2012;57.726;-1,06%";
"7.8.2009;56.330;1,03%";
"7.8.2008;57.018;-0,91%";
"7.8.2007;53.802;1,34%";
"7.8.2006;37.698;-0,4%";
"7.8.2003;13.328;3,41%";
"7.8.2002;9.870;1,18%";
"7.8.2001;14.036;-0,08%";
"7.8.2000;16.996;1,4%";
"7.8.1998;9.319;-3,83%";
"7.8.1997;12.323;-1,6%";
"7.8.1996;6.165;0,55%";
"7.8.1995;4.394;4,62%";
"7.7.2023;118.898;1,25%";
"7.7.2022;100.730;2,04%";
"7.7.2021;127.019;1,54%";
"7.7.2020;97.761;-1,19%";
"7.7.2017;62.322;-0,24%";
"7.7.2016;52.015;0,22%";
"7.7.2015;52.344;0,37%";
"7.7.2014;53.802;-0,47%";
"7.7.2011;62.207;-0,57%";
"7.7.2010;63.284;1,96%";
"7.7.2009;49.457;-2,3%";
"7.7.2008;59.088;-0,47%";
"7.7.2006;36.102;-1,18%";
"7.7.2005;24.450;-0,27%";
"7.7.2004;21.171;-0,08%";
"7.7.2003;13.402;0,96%";
"7.7.2000;17.599;1,45%";
"7.7.1999;11.745;0,61%";
"7.7.1998;10.205;1,87%";
"7.7.1997;13.502;0,06%";
"7.7.1995;3.962;3,69%";
"7.6.2023;115.488;0,77%";
"7.6.2022;110.070;-0,11%";
"7.6.2021;130.776;0,5%";
"7.6.2019;97.821;0,63%";
"7.6.2018;73.851;-2,98%";
"7.6.2017;63.171;0,34%";
"7.6.2016;50.488;0,11%";
"7.6.2013;51.619;-2,39%";
"7.6.2011;63.218;0,24%";
"7.6.2010;61.183;-0,8%";
"7.6.2006;35.264;-3,54%";
"7.6.2005;25.026;-2,07%";
"7.6.2004;20.447;3,17%";
"7.6.2002;12.283;1,4%";
"7.6.2001;15.464;0,88%";
"7.6.2000;16.272;2,04%";
"7.6.1999;11.047;-1,66%";
"7.6.1996;5.530;-0,68%";
"7.6.1995;3.808;-3,18%";
"7.5.2021;122.038;1,77%";
"7.5.2020;78.119;-1,2%";
"7.5.2019;94.389;-0,65%";
"7.5.2018;82.714;-0,49%";
"7.5.2015;56.921;-0,32%";
"7.5.2014;54.053;0,51%";
"7.5.2013;56.275;1,52%";
"7.5.2012;61.220;0,66%";
"7.5.2010;62.871;-0,86%";
"7.5.2009;50.058;-2,8%";
"7.5.2008;69.018;-1,68%";
"7.5.2007;50.282;-0,62%";
"7.5.2004;18.620;-2,97%";
"7.5.2003;12.956;2,47%";
"7.5.2002;12.342;-0,71%";
"7.5.2001;14.875;-1,44%";
"7.5.1999;12.233;2,89%";
"7.5.1998;11.063;-0,91%";
"7.5.1997;10.180;-0,38%";
"7.5.1996;5.284;2,54%";
"7.4.2022;118.862;0,54%";
"7.4.2021;117.624;0,11%";
"7.4.2020;76.358;3,08%";
"7.4.2017;64.593;0,58%";
"7.4.2016;48.513;0,87%";
"7.4.2015;53.729;-0,01%";
"7.4.2014;52.155;2,1%";
"7.4.2011;69.176;0,2%";
"7.4.2010;70.793;-0,43%";
"7.4.2009;43.825;-0,77%";
"7.4.2008;64.176;-0,42%";
"7.4.2006;38.926;-0,91%";
"7.4.2005;26.308;2,39%";
"7.4.2004;22.443;-2,73%";
"7.4.2003;12.136;0,58%";
"7.4.2000;17.514;2,15%";
"7.4.1999;11.530;3,26%";
"7.4.1998;11.847;-0,85%";
"7.4.1997;9.837;1,36%";
"7.4.1995;3.193;-1,9%";
"7.3.2023;104.228;-0,45%";
"7.3.2022;111.593;-2,52%";
"7.3.2019;94.340;0,13%";
"7.3.2018;85.484;-0,2%";
"7.3.2017;65.742;-0,9%";
"7.3.2016;49.246;0,33%";
"7.3.2014;46.244;-1,8%";
"7.3.2013;58.847;1,57%";
"7.3.2012;66.017;1,39%";
"7.3.2008;61.868;-1,76%";
"7.3.2007;42.667;-1,27%";
"7.3.2006;37.423;-2,43%";
"7.3.2005;29.455;0,88%";
"7.3.2003;10.724;1,03%";
"7.3.2002;13.726;-0,82%";
"7.3.2001;16.395;0,43%";
"7.3.1997;9.181;0,6%";
"7.3.1996;4.756;-4,4%";
"7.3.1995;2.616;-8,75%";
"7.2.2023;107.830;-0,82%";
"7.2.2022;111.996;-0,22%";
"7.2.2020;113.770;-1,23%";
"7.2.2019;94.406;-0,24%";
"7.2.2018;82.767;-1,34%";
"7.2.2017;64.199;0,32%";
"7.2.2014;48.074;0,7%";
"7.2.2013;58.372;-0,98%";
"7.2.2012;65.917;1,06%";
"7.2.2011;65.362;0,14%";
"7.2.2008;58.965;-0,01%";
"7.2.2007;44.588;-1,68%";
"7.2.2006;36.562;-2,03%";
"7.2.2003;10.381;-1,75%";
"7.2.2002;12.684;-0,53%";
"7.2.2001;16.812;-1,15%";
"7.2.2000;18.126;1,08%";
"7.2.1997;8.317;2,07%";
"7.2.1996;5.283;-1,33%";
"7.2.1995;3.637;-5,04%";
"7.1.2022;102.719;1,14%";
"7.1.2021;122.386;2,76%";
"7.1.2020;116.662;-0,18%";
"7.1.2019;91.699;-0,15%";
"7.1.2016;40.695;-2,58%";
"7.1.2015;49.463;3,05%";
"7.1.2014;50.430;-1,07%";
"7.1.2013;61.933;-0,94%";
"7.1.2011;70.057;-0,74%";
"7.1.2010;70.451;-0,39%";
"7.1.2009;40.820;-3,53%";
"7.1.2008;60.772;-0,43%";
"7.1.2005;24.747;1,56%";
"7.1.2004;23.320;-1,09%";
"7.1.2003;11.876;-1,2%";
"7.1.2002;14.379;0,33%";
"7.1.2000;16.309;1,25%";
"7.1.1999;6.954;-5,14%";
"7.1.1998;9.879;-3%";
"7.1.1997;7.298;1,93%";
"6.12.2023;125.623;-1,01%";
"6.12.2022;110.189;0,72%";
"6.12.2021;106.859;1,7%";
"6.12.2019;111.126;0,46%";
"6.12.2018;88.846;-0,22%";
"6.12.2017;73.268;1%";
"6.12.2016;61.088;2,1%";
"6.12.2013;50.944;0,31%";
"6.12.2012;57.656;-0,04%";
"6.12.2011;59.536;1,06%";
"6.12.2010;69.552;-0,31%";
"6.12.2007;65.791;1,33%";
"6.12.2006;43.096;-0,14%";
"6.12.2005;33.223;1,6%";
"6.12.2004;25.632;0,64%";
"6.12.2002;10.569;1,5%";
"6.12.2001;13.539;1,17%";
"6.12.2000;13.945;-1,67%";
"6.12.1999;14.344;-0,45%";
"6.12.1996;6.873;-1,07%";
"6.12.1995;4.304;0,54%";
"6.11.2023;118.431;0,23%";
"6.11.2020;100.925;0,17%";
"6.11.2019;108.360;-0,33%";
"6.11.2018;88.669;-1,04%";
"6.11.2017;74.311;0,54%";
"6.11.2015;46.919;-2,35%";
"6.11.2014;52.637;-1,98%";
"6.11.2013;53.385;-0,83%";
"6.11.2012;59.459;2,15%";
"6.11.2009;64.466;-0,54%";
"6.11.2008;36.362;-3,77%";
"6.11.2007;64.503;2,45%";
"6.11.2006;41.247;2,01%";
"6.11.2003;18.613;1,67%";
"6.11.2002;9.703;-1,6%";
"6.11.2001;12.416;2,06%";
"6.11.2000;14.801;1,84%";
"6.11.1998;8.214;1,5%";
"6.11.1997;9.435;-5,54%";
"6.11.1996;6.705;0,1%";
"6.11.1995;4.094;-1,56%";
"6.10.2023;114.170;0,78%";
"6.10.2022;117.561;0,31%";
"6.10.2021;110.560;0,09%";
"6.10.2020;95.615;-0,49%";
"6.10.2017;76.055;-0,73%";
"6.10.2016;60.644;0,65%";
"6.10.2015;47.735;0,29%";
"6.10.2014;57.116;4,72%";
"6.10.2011;52.290;2,5%";
"6.10.2010;70.541;-1,04%";
"6.10.2009;62.671;0,48%";
"6.10.2008;42.101;-5,43%";
"6.10.2006;37.940;-0,1%";
"6.10.2005;29.227;-3,11%";
"6.10.2004;24.027;-0,74%";
"6.10.2003;17.273;1,08%";
"6.10.2000;15.946;-2,54%";
"6.10.1999;11.345;3,85%";
"6.10.1998;6.336;3,48%";
"6.10.1997;12.688;1,17%";
"6.10.1995;4.515;0,36%";
"6.9.2023;115.985;-1,15%";
"6.9.2022;109.764;-2,17%";
"6.9.2021;117.869;0,8%";
"6.9.2019;102.935;0,68%";
"6.9.2018;76.416;1,76%";
"6.9.2017;73.412;1,75%";
"6.9.2016;60.129;0,95%";
"6.9.2013;53.749;2,67%";
"6.9.2012;58.321;2,56%";
"6.9.2011;56.607;2,93%";
"6.9.2010;66.747;0,1%";
"6.9.2007;54.569;0,3%";
"6.9.2006;36.710;-1,76%";
"6.9.2005;28.855;1,17%";
"6.9.2004;22.502;0,39%";
"6.9.2002;9.717;-0,06%";
"6.9.2001;12.255;-2,67%";
"6.9.2000;17.590;0,95%";
"6.9.1999;11.185;0,26%";
"6.9.1996;6.335;1,3%";
"6.9.1995;4.550;-0,28%";
"6.8.2021;122.810;0,97%";
"6.8.2020;104.126;1,29%";
"6.8.2019;102.164;2,06%";
"6.8.2018;81.051;-0,47%";
"6.8.2015;50.011;-0,55%";
"6.8.2014;56.487;0,51%";
"6.8.2013;47.422;-2,09%";
"6.8.2012;58.345;1,9%";
"6.8.2010;68.095;-0,46%";
"6.8.2009;55.755;-1,12%";
"6.8.2008;57.542;1,9%";
"6.8.2007;53.091;0,46%";
"6.8.2004;21.653;1,51%";
"6.8.2003;12.888;-1,31%";
"6.8.2002;9.755;3,01%";
"6.8.2001;14.047;1,51%";
"6.8.1999;10.039;-1,54%";
"6.8.1998;9.690;-1,4%";
"6.8.1997;12.523;5,16%";
"6.8.1996;6.131;-1,81%";
"6.7.2023;117.426;-1,78%";
"6.7.2022;98.719;0,43%";
"6.7.2021;125.095;-1,44%";
"6.7.2020;98.937;2,24%";
"6.7.2018;75.010;0,61%";
"6.7.2017;62.470;-1,08%";
"6.7.2016;51.902;0,12%";
"6.7.2015;52.149;-0,7%";
"6.7.2012;55.394;-1,75%";
"6.7.2011;62.565;-0,75%";
"6.7.2010;62.065;1,97%";
"6.7.2009;50.622;-0,61%";
"6.7.2007;56.444;0,92%";
"6.7.2006;36.533;0,43%";
"6.7.2005;24.517;-0,64%";
"6.7.2004;21.188;-2,22%";
"6.7.2001;13.907;-1%";
"6.7.2000;17.348;1,24%";
"6.7.1999;11.674;-2,2%";
"6.7.1998;10.018;-0,97%";
"6.7.1995;3.821;3,27%";
"6.6.2023;114.610;1,7%";
"6.6.2022;110.186;-0,82%";
"6.6.2019;97.205;1,26%";
"6.6.2018;76.117;-0,69%";
"6.6.2017;62.955;0,81%";
"6.6.2016;50.432;-0,37%";
"6.6.2014;53.129;3,05%";
"6.6.2013;52.885;0,16%";
"6.6.2012;54.156;3,19%";
"6.6.2011;63.068;-1,98%";
"6.6.2008;69.786;-2%";
"6.6.2007;52.049;-2,09%";
"6.6.2006;36.558;-0,5%";
"6.6.2005;25.556;-3,07%";
"6.6.2003;13.923;1,04%";
"6.6.2002;12.113;-3,79%";
"6.6.2001;15.329;-0,43%";
"6.6.2000;15.947;-0,47%";
"6.6.1997;11.334;2,05%";
"6.6.1995;3.933;-3,2%";
"6.5.2022;105.135;-0,16%";
"6.5.2021;119.921;0,3%";
"6.5.2020;79.064;-0,51%";
"6.5.2019;95.009;-1,04%";
"6.5.2016;51.718;0,09%";
"6.5.2015;57.103;-1,63%";
"6.5.2014;53.780;0,62%";
"6.5.2013;55.430;-0,1%";
"6.5.2011;64.417;1,59%";
"6.5.2010;63.414;-2,31%";
"6.5.2009;51.499;1,64%";
"6.5.2008;70.195;0,03%";
"6.5.2005;25.589;0,6%";
"6.5.2004;19.190;-4,17%";
"6.5.2003;12.644;-1,47%";
"6.5.2002;12.430;-1,43%";
"6.5.1999;11.889;2,69%";
"6.5.1998;11.165;-3,38%";
"6.5.1997;10.219;2,25%";
"6.5.1996;5.153;1%";
"6.4.2023;100.822;-0,15%";
"6.4.2022;118.228;-0,55%";
"6.4.2021;117.499;-0,02%";
"6.4.2020;74.073;6,52%";
"6.4.2018;84.820;-0,46%";
"6.4.2017;64.223;-0,85%";
"6.4.2016;48.096;-1,95%";
"6.4.2015;53.737;1,16%";
"6.4.2011;69.037;-1,15%";
"6.4.2010;71.096;-0,27%";
"6.4.2009;44.167;-0,5%";
"6.4.2006;39.285;0,59%";
"6.4.2005;25.695;-1,32%";
"6.4.2004;23.072;-0,32%";
"6.4.2001;14.485;0,29%";
"6.4.2000;17.146;2,58%";
"6.4.1999;11.166;1,31%";
"6.4.1998;11.948;2,7%";
"6.4.1995;3.255;2,36%";
"6.3.2023;104.700;0,8%";
"6.3.2020;97.997;-4,14%";
"6.3.2019;94.217;-0,41%";
"6.3.2018;85.653;-0,43%";
"6.3.2017;66.341;-0,67%";
"6.3.2015;49.981;-0,76%";
"6.3.2014;47.093;1,08%";
"6.3.2013;57.940;3,55%";
"6.3.2012;65.114;-2,76%";
"6.3.2009;37.105;-0,71%";
"6.3.2008;62.975;-2,56%";
"6.3.2007;43.218;4,95%";
"6.3.2006;38.354;-2,26%";
"6.3.2003;10.615;3%";
"6.3.2002;13.839;-1,23%";
"6.3.2001;16.324;-1,29%";
"6.3.1998;11.159;1,93%";
"6.3.1997;9.126;0,57%";
"6.3.1996;4.975;-4,29%";
"6.3.1995;2.867;-4,05%";
"6.2.2023;108.722;0,18%";
"6.2.2020;115.190;-0,72%";
"6.2.2019;94.636;-3,74%";
"6.2.2018;83.894;2,48%";
"6.2.2017;63.993;-1,48%";
"6.2.2015;48.792;-0,9%";
"6.2.2014;47.738;2,39%";
"6.2.2013;58.951;-0,83%";
"6.2.2012;65.224;0,01%";
"6.2.2009;42.756;4,01%";
"6.2.2008;58.969;-3,46%";
"6.2.2007;45.352;0,15%";
"6.2.2006;37.321;0,16%";
"6.2.2004;21.969;4,16%";
"6.2.2003;10.566;-0,25%";
"6.2.2002;12.751;0,02%";
"6.2.2001;17.007;1,65%";
"6.2.1998;10.011;0,63%";
"6.2.1997;8.148;-0,28%";
"6.2.1996;5.354;0,39%";
"6.2.1995;3.830;-2,89%";
"6.1.2023;108.964;1,23%";
"6.1.2022;101.561;0,55%";
"6.1.2021;119.100;-0,23%";
"6.1.2020;116.878;-0,7%";
"6.1.2017;61.665;-0,65%";
"6.1.2016;41.773;-1,52%";
"6.1.2015;48.001;1,02%";
"6.1.2014;50.974;-0,01%";
"6.1.2012;58.600;0,09%";
"6.1.2011;70.579;-0,72%";
"6.1.2010;70.729;0,7%";
"6.1.2009;42.312;1,91%";
"6.1.2006;35.475;1,54%";
"6.1.2005;24.367;-1,32%";
"6.1.2004;23.576;0,19%";
"6.1.2003;12.020;3,62%";
"6.1.2000;16.107;-0,85%";
"6.1.1999;7.331;3,09%";
"6.1.1998;10.185;-3,98%";
"6.1.1997;7.160;2,31%";
"5.12.2023;126.903;0,08%";
"5.12.2022;109.401;-2,25%";
"5.12.2019;110.622;0,29%";
"5.12.2018;89.040;0,47%";
"5.12.2017;72.546;-0,74%";
"5.12.2016;59.832;-0,8%";
"5.12.2014;51.993;1,1%";
"5.12.2013;50.788;1,14%";
"5.12.2012;57.679;0,2%";
"5.12.2011;58.910;1,77%";
"5.12.2008;35.347;0,62%";
"5.12.2007;64.928;2,28%";
"5.12.2006;43.157;1,18%";
"5.12.2005;32.701;-0,4%";
"5.12.2003;20.880;2,28%";
"5.12.2002;10.413;-2,13%";
"5.12.2001;13.382;1,79%";
"5.12.2000;14.182;4,97%";
"5.12.1997;10.080;0,34%";
"5.12.1996;6.947;2,19%";
"5.12.1995;4.281;-1,22%";
"5.11.2021;104.824;1,37%";
"5.11.2020;100.751;2,95%";
"5.11.2019;108.719;-0,06%";
"5.11.2018;89.598;1,33%";
"5.11.2015;48.047;0,71%";
"5.11.2014;53.698;-1,26%";
"5.11.2013;53.832;-1,11%";
"5.11.2012;58.210;-0,3%";
"5.11.2010;72.607;-0,53%";
"5.11.2009;64.816;1,41%";
"5.11.2008;37.786;-6,13%";
"5.11.2007;62.960;-1,7%";
"5.11.2004;23.542;-1,42%";
"5.11.2003;18.307;-1,26%";
"5.11.2002;9.861;-0,52%";
"5.11.2001;12.165;6,82%";
"5.11.1999;12.714;2,48%";
"5.11.1998;8.093;5,71%";
"5.11.1997;9.988;-2,59%";
"5.11.1996;6.698;0,6%";
"5.10.2023;113.284;-0,28%";
"5.10.2022;117.198;0,83%";
"5.10.2021;110.458;0,06%";
"5.10.2020;96.089;2,2%";
"5.10.2018;82.322;-0,76%";
"5.10.2017;76.618;0,04%";
"5.10.2016;60.254;1,54%";
"5.10.2015;47.598;1,2%";
"5.10.2012;58.572;0,2%";
"5.10.2011;51.014;0,65%";
"5.10.2010;71.283;1,28%";
"5.10.2009;62.369;1,96%";
"5.10.2007;62.319;3,17%";
"5.10.2006;37.977;0,6%";
"5.10.2005;30.164;-3,58%";
"5.10.2004;24.205;0,23%";
"5.10.2001;10.197;1,34%";
"5.10.2000;16.362;3,06%";
"5.10.1999;10.924;-1,18%";
"5.10.1998;6.123;-4,48%";
"5.10.1995;4.499;1,65%";
"5.9.2023;117.331;-0,38%";
"5.9.2022;112.203;1,21%";
"5.9.2019;102.243;1,03%";
"5.9.2018;75.092;0,51%";
"5.9.2017;72.151;0,03%";
"5.9.2016;59.566;-0,08%";
"5.9.2014;60.682;-0,19%";
"5.9.2013;52.352;1,23%";
"5.9.2012;56.864;1,12%";
"5.9.2011;54.998;-2,71%";
"5.9.2008;51.940;1,03%";
"5.9.2007;54.408;-1,52%";
"5.9.2006;37.368;-0,86%";
"5.9.2005;28.522;0,72%";
"5.9.2003;15.900;1,24%";
"5.9.2002;9.723;-2,74%";
"5.9.2001;12.591;-1,38%";
"5.9.2000;17.425;-1,07%";
"5.9.1997;11.838;3,56%";
"5.9.1996;6.254;-0,37%";
"5.9.1995;4.563;0,95%";
"5.8.2022;106.472;0,55%";
"5.8.2021;121.633;-0,14%";
"5.8.2020;102.802;1,57%";
"5.8.2019;100.098;-2,51%";
"5.8.2016;57.661;0,12%";
"5.8.2015;50.287;0,46%";
"5.8.2014;56.202;-0,73%";
"5.8.2013;48.436;-0,08%";
"5.8.2011;52.949;0,26%";
"5.8.2010;68.412;0,21%";
"5.8.2009;56.384;0,62%";
"5.8.2008;56.471;1,55%";
"5.8.2005;26.518;0,18%";
"5.8.2004;21.330;-3,82%";
"5.8.2003;13.059;0,93%";
"5.8.2002;9.470;-3,88%";
"5.8.1999;10.196;0,24%";
"5.8.1998;9.828;-0,31%";
"5.8.1997;11.909;-0,9%";
"5.8.1996;6.244;-1,89%";
"5.7.2023;119.549;0,4%";
"5.7.2022;98.295;-0,32%";
"5.7.2021;126.920;-0,55%";
"5.7.2019;104.089;0,44%";
"5.7.2018;74.553;-0,25%";
"5.7.2017;63.154;-0,12%";
"5.7.2016;51.842;-1,38%";
"5.7.2013;45.210;-1,21%";
"5.7.2012;56.379;0,54%";
"5.7.2011;63.039;-1,33%";
"5.7.2010;60.865;-0,92%";
"5.7.2007;55.932;0,42%";
"5.7.2006;36.378;-2,65%";
"5.7.2005;24.675;-1,48%";
"5.7.2004;21.670;0,47%";
"5.7.2002;10.524;-1,23%";
"5.7.2001;14.048;-0,06%";
"5.7.2000;17.135;-0,83%";
"5.7.1999;11.936;0,84%";
"5.7.1996;6.286;-2,27%";
"5.7.1995;3.700;1,82%";
"5.6.2023;112.696;0,12%";
"5.6.2020;94.637;0,86%";
"5.6.2019;95.999;-1,42%";
"5.6.2018;76.642;-2,49%";
"5.6.2017;62.450;-0,1%";
"5.6.2015;52.973;-1,03%";
"5.6.2014;51.559;-0,53%";
"5.6.2013;52.799;-2,26%";
