Data,Último,Var%
26.10.1995,4.060,"-6,54%"
25.10.1995,4.344,"-4,06%"
24.10.1995,4.528,"-0,79%"
23.10.1995,4.564,"-2,25%"
20.10.1995,4.669,"1,83%"
19.10.1995,4.585,"-0,37%"
18.10.1995,4.602,"-0,41%"
17.10.1995,4.621,"1,56%"
16.10.1995,4.550,"0,80%"
13.10.1995,4.514,"0,29%"
11.10.1995,4.501,"2,06%"
10.10.1995,4.410,"-1,05%"
09.10.1995,4.457,"-1,28%"
06.10.1995,4.515,"0,36%"
05.10.1995,4.499,"1,65%"
04.10.1995,4.426,"-1,73%"
03.10.1995,4.504,"-0,75%"
02.10.1995,4.538,"-2,83%"
29.09.1995,4.670,"2,26%"
28.09.1995,4.567,"0,42%"
27.09.1995,4.548,"0,09%"
26.09.1995,4.544,"-0,76%"
25.09.1995,4.579,"-2,03%"
22.09.1995,4.674,"-0,43%"
21.09.1995,4.694,"-1,74%"
20.09.1995,4.777,"-1,73%"
19.09.1995,4.861,"0,21%"
18.09.1995,4.851,"1,02%"
15.09.1995,4.802,"-0,17%"
14.09.1995,4.810,"1,54%"
13.09.1995,4.737,"0,70%"
12.09.1995,4.704,"1,40%"
11.09.1995,4.639,"2,36%"
08.09.1995,4.532,"-0,40%"
06.09.1995,4.550,"-0,28%"
05.09.1995,4.563,"0,95%"
04.09.1995,4.520,"1,57%"
01.09.1995,4.450,"3,25%"
31.08.1995,4.310,"1,75%"
30.08.1995,4.236,"-3,02%"
29.08.1995,4.368,"-3,26%"
28.08.1995,4.515,"1,26%"
25.08.1995,4.459,"0,31%"
24.08.1995,4.445,"-0,58%"
23.08.1995,4.471,"3,83%"
22.08.1995,4.306,"0,16%"
21.08.1995,4.299,"1,51%"
18.08.1995,4.235,"0,14%"
17.08.1995,4.229,"0,14%"
16.08.1995,4.223,"1,61%"
15.08.1995,4.156,"1,84%"
14.08.1995,4.081,"-2,67%"
11.08.1995,4.193,"-3,32%"
10.08.1995,4.337,"1,33%"
09.08.1995,4.280,"-0,72%"
08.08.1995,4.311,"-1,89%"
07.08.1995,4.394,"4,62%"
04.08.1995,4.200,"4,32%"
03.08.1995,4.026,"2,76%"
02.08.1995,3.918,"1,21%"
01.08.1995,3.871,"-0,18%"
31.07.1995,3.878,"-0,26%"
28.07.1995,3.888,"-0,64%"
27.07.1995,3.913,"0,88%"
26.07.1995,3.879,"-1,00%"
25.07.1995,3.918,"0,46%"
24.07.1995,3.900,"0,98%"
21.07.1995,3.862,"-1,95%"
20.07.1995,3.939,"2,87%"
19.07.1995,3.829,"-2,30%"
18.07.1995,3.919,"-2,42%"
17.07.1995,4.016,"-0,27%"
14.07.1995,4.027,"0,47%"
13.07.1995,4.008,"-0,45%"
12.07.1995,4.026,"3,52%"
11.07.1995,3.889,"-1,74%"
10.07.1995,3.958,"-0,10%"
07.07.1995,3.962,"3,69%"
06.07.1995,3.821,"3,27%"
05.07.1995,3.700,"1,82%"
04.07.1995,3.634,"1,11%"
03.07.1995,3.594,"-0,25%"
30.06.1995,3.603,"-2,04%"
29.06.1995,3.678,"-1,00%"
28.06.1995,3.715,"1,48%"
27.06.1995,3.661,"3,51%"
26.06.1995,3.537,"-1,37%"
23.06.1995,3.586,"-0,36%"
22.06.1995,3.599,"-0,91%"
21.06.1995,3.632,"1,54%"
20.06.1995,3.577,"-3,22%"
19.06.1995,3.696,"-0,59%"
16.06.1995,3.718,"1,45%"
14.06.1995,3.665,"-3,27%"
13.06.1995,3.789,"2,27%"
12.06.1995,3.705,"0,93%"
09.06.1995,3.671,"-3,85%"
08.06.1995,3.818,"0,26%"
07.06.1995,3.808,"-3,18%"
06.06.1995,3.933,"-3,20%"
05.06.1995,4.063,"2,45%"
02.06.1995,3.966,"5,09%"
01.06.1995,3.774,"1,42%"
31.05.1995,3.721,"0,38%"
30.05.1995,3.707,"-4,85%"
29.05.1995,3.896,"-0,23%"
26.05.1995,3.905,"-2,84%"
25.05.1995,4.019,"-1,98%"
24.05.1995,4.100,"1,26%"
23.05.1995,4.049,"0,37%"
22.05.1995,4.034,"2,13%"
19.05.1995,3.950,"-1,45%"
18.05.1995,4.008,"1,11%"
17.05.1995,3.964,"3,36%"
16.05.1995,3.835,"-1,52%"
15.05.1995,3.894,"-2,60%"
12.05.1995,3.998,"1,19%"
11.05.1995,3.951,"-2,44%"
10.05.1995,4.050,"-0,37%"
09.05.1995,4.065,"3,86%"
08.05.1995,3.914,"-2,35%"
05.05.1995,4.008,"-0,89%"
04.05.1995,4.044,"1,71%"
03.05.1995,3.976,"2,95%"
02.05.1995,3.862,"1,26%"
28.04.1995,3.814,"-0,96%"
27.04.1995,3.851,"0,65%"
26.04.1995,3.826,"3,43%"
25.04.1995,3.699,"5,29%"
24.04.1995,3.513,"3,81%"
20.04.1995,3.384,"1,59%"
19.04.1995,3.331,"4,29%"
18.04.1995,3.194,"2,60%"
17.04.1995,3.113,"3,05%"
12.04.1995,3.021,"0,10%"
11.04.1995,3.018,"-3,08%"
10.04.1995,3.114,"-2,47%"
07.04.1995,3.193,"-1,90%"
06.04.1995,3.255,"2,36%"
05.04.1995,3.180,"1,76%"
04.04.1995,3.125,"7,98%"
03.04.1995,2.894,"-2,85%"
31.03.1995,2.979,"-4,70%"
30.03.1995,3.126,"-2,25%"
29.03.1995,3.198,"-1,78%"
28.03.1995,3.256,"-3,44%"
27.03.1995,3.372,"0,33%"
24.03.1995,3.361,"6,83%"
23.03.1995,3.146,"4,73%"
22.03.1995,3.004,"-0,07%"
21.03.1995,3.006,"4,74%"
20.03.1995,2.870,"-3,72%"
17.03.1995,2.981,"-5,12%"
16.03.1995,3.142,"6,91%"
15.03.1995,2.939,"-2,59%"
14.03.1995,3.017,"12,95%"
13.03.1995,2.671,"-0,56%"
10.03.1995,2.686,"25,63%"
09.03.1995,2.138,"-9,52%"
08.03.1995,2.363,"-9,67%"
07.03.1995,2.616,"-8,75%"
06.03.1995,2.867,"-4,05%"
03.03.1995,2.988,"-0,03%"
02.03.1995,2.989,"-8,62%"
24.02.1995,3.271,"1,68%"
23.02.1995,3.217,"12,01%"
22.02.1995,2.872,"2,83%"
21.02.1995,2.793,"-5,71%"
20.02.1995,2.962,"-2,02%"
17.02.1995,3.023,"5,55%"
16.02.1995,2.864,"-6,68%"
15.02.1995,3.069,"-3,85%"
14.02.1995,3.192,"-3,13%"
13.02.1995,3.295,"-0,39%"
10.02.1995,3.308,"-2,76%"
09.02.1995,3.402,"-4,33%"
08.02.1995,3.556,"-2,23%"
07.02.1995,3.637,"-5,04%"
06.02.1995,3.830,"-2,89%"
03.02.1995,3.944,"1,18%"
02.02.1995,3.898,"-2,31%"
01.02.1995,3.990,"2,70%"
31.01.1995,3.885,"8,49%"
30.01.1995,3.581,"-5,36%"
27.01.1995,3.784,"-3,64%"
26.01.1995,3.927,"2,27%"
24.01.1995,3.840,"2,18%"
23.01.1995,3.758,"-2,69%"
