Data,Último,Var%
19.03.2012,67.730,"0,07%"
16.03.2012,67.684,"-0,10%"
15.03.2012,67.749,"-0,74%"
14.03.2012,68.257,"-0,20%"
13.03.2012,68.394,"3,03%"
12.03.2012,66.385,"-0,48%"
09.03.2012,66.704,"-0,30%"
08.03.2012,66.908,"1,35%"
07.03.2012,66.017,"1,39%"
06.03.2012,65.114,"-2,76%"
05.03.2012,66.964,"-1,21%"
02.03.2012,67.782,"1,45%"
01.03.2012,66.810,"1,52%"
29.02.2012,65.812,"-0,22%"
28.02.2012,65.959,"1,10%"
27.02.2012,65.241,"-1,06%"
24.02.2012,65.943,"0,19%"
23.02.2012,65.820,"-0,41%"
22.02.2012,66.093,"-0,17%"
17.02.2012,66.204,"0,09%"
16.02.2012,66.142,"1,18%"
15.02.2012,65.368,"0,51%"
14.02.2012,65.039,"-0,99%"
13.02.2012,65.692,"2,65%"
10.02.2012,63.998,"-2,34%"
09.02.2012,65.530,"-0,46%"
08.02.2012,65.831,"-0,13%"
07.02.2012,65.917,"1,06%"
06.02.2012,65.224,"0,01%"
03.02.2012,65.217,"0,97%"
02.02.2012,64.593,"0,04%"
01.02.2012,64.567,"2,37%"
31.01.2012,63.072,"0,48%"
30.01.2012,62.770,"-0,21%"
27.01.2012,62.904,"-0,08%"
26.01.2012,62.953,"0,75%"
24.01.2012,62.486,"0,16%"
23.01.2012,62.386,"0,12%"
20.01.2012,62.312,"0,62%"
19.01.2012,61.927,"0,33%"
18.01.2012,61.723,"1,78%"
17.01.2012,60.646,"1,15%"
16.01.2012,59.956,"1,37%"
13.01.2012,59.147,"-1,29%"
12.01.2012,59.921,"-0,07%"
11.01.2012,59.962,"0,26%"
10.01.2012,59.806,"1,22%"
09.01.2012,59.083,"0,82%"
06.01.2012,58.600,"0,09%"
05.01.2012,58.546,"-1,38%"
04.01.2012,59.365,"0,17%"
03.01.2012,59.265,"2,48%"
02.01.2012,57.829,"1,89%"
29.12.2011,56.754,"0,39%"
28.12.2011,56.534,"-2,54%"
27.12.2011,58.005,"0,58%"
26.12.2011,57.669,"-0,06%"
23.12.2011,57.701,"0,62%"
22.12.2011,57.348,"1,23%"
21.12.2011,56.653,"-0,37%"
20.12.2011,56.865,"2,83%"
19.12.2011,55.298,"-1,42%"
16.12.2011,56.097,"-0,42%"
15.12.2011,56.331,"-0,56%"
14.12.2011,56.647,"-1,47%"
13.12.2011,57.495,"0,26%"
12.12.2011,57.347,"-1,53%"
09.12.2011,58.236,"1,36%"
08.12.2011,57.455,"-2,06%"
07.12.2011,58.663,"-1,47%"
06.12.2011,59.536,"1,06%"
05.12.2011,58.910,"1,77%"
02.12.2011,57.886,"-0,44%"
01.12.2011,58.143,"2,23%"
30.11.2011,56.875,"2,85%"
29.11.2011,55.300,"-1,28%"
28.11.2011,56.017,"2,05%"
25.11.2011,54.894,"-0,70%"
24.11.2011,55.280,"0,56%"
23.11.2011,54.972,"-1,62%"
22.11.2011,55.878,"-0,72%"
21.11.2011,56.285,"-0,79%"
18.11.2011,56.731,"-0,45%"
17.11.2011,56.989,"-2,68%"
16.11.2011,58.560,"0,52%"
14.11.2011,58.258,"-0,49%"
11.11.2011,58.547,"2,14%"
10.11.2011,57.322,"-0,40%"
09.11.2011,57.550,"-2,50%"
08.11.2011,59.026,"-0,29%"
07.11.2011,59.199,"0,90%"
04.11.2011,58.670,"0,81%"
03.11.2011,58.196,"1,52%"
01.11.2011,57.323,"-1,74%"
31.10.2011,58.338,"-1,97%"
28.10.2011,59.513,"0,41%"
27.10.2011,59.270,"3,72%"
26.10.2011,57.144,"1,52%"
25.10.2011,56.286,"-1,07%"
24.10.2011,56.892,"2,96%"
21.10.2011,55.255,"2,31%"
20.10.2011,54.010,"-1,74%"
19.10.2011,54.966,"-0,12%"
18.10.2011,55.032,"2,08%"
17.10.2011,53.911,"-2,03%"
14.10.2011,55.030,"0,79%"
13.10.2011,54.601,"1,42%"
11.10.2011,53.838,"1,06%"
10.10.2011,53.273,"3,96%"
07.10.2011,51.244,"-2,00%"
06.10.2011,52.290,"2,50%"
05.10.2011,51.014,"0,65%"
04.10.2011,50.686,"-0,21%"
03.10.2011,50.792,"-2,93%"
30.09.2011,52.324,"-1,99%"
29.09.2011,53.385,"0,22%"
28.09.2011,53.270,"-1,21%"
27.09.2011,53.920,"0,32%"
26.09.2011,53.748,"0,97%"
23.09.2011,53.230,"-0,09%"
22.09.2011,53.280,"-4,83%"
21.09.2011,55.982,"-0,70%"
20.09.2011,56.379,"-1,27%"
19.09.2011,57.103,"-0,19%"
16.09.2011,57.210,"1,47%"
15.09.2011,56.381,"0,17%"
14.09.2011,56.286,"1,34%"
13.09.2011,55.544,"-0,25%"
12.09.2011,55.685,"-0,17%"
09.09.2011,55.778,"-3,20%"
08.09.2011,57.624,"1,80%"
06.09.2011,56.607,"2,93%"
05.09.2011,54.998,"-2,71%"
02.09.2011,56.532,"-2,73%"
01.09.2011,58.118,"2,87%"
31.08.2011,56.495,"2,00%"
30.08.2011,55.385,"0,96%"
29.08.2011,54.861,"2,83%"
26.08.2011,53.351,"0,75%"
25.08.2011,52.953,"-1,57%"
24.08.2011,53.796,"0,02%"
23.08.2011,53.787,"2,57%"
22.08.2011,52.440,"-0,02%"
19.08.2011,52.448,"-1,29%"
18.08.2011,53.134,"-3,52%"
17.08.2011,55.073,"1,38%"
16.08.2011,54.324,"-0,60%"
15.08.2011,54.652,"2,20%"
12.08.2011,53.473,"0,24%"
11.08.2011,53.343,"3,79%"
10.08.2011,51.395,"0,48%"
09.08.2011,51.151,"5,10%"
08.08.2011,48.668,"-8,09%"
05.08.2011,52.949,"0,26%"
04.08.2011,52.811,"-5,72%"
03.08.2011,56.017,"-2,26%"
02.08.2011,57.311,"-2,09%"
01.08.2011,58.536,"-0,49%"
29.07.2011,58.823,"0,20%"
28.07.2011,58.708,"0,72%"
27.07.2011,58.288,"-1,77%"
26.07.2011,59.340,"-1,05%"
25.07.2011,59.971,"-0,50%"
22.07.2011,60.270,"0,01%"
21.07.2011,60.263,"1,93%"
20.07.2011,59.120,"0,06%"
19.07.2011,59.082,"0,41%"
18.07.2011,58.838,"-1,08%"
15.07.2011,59.478,"-0,34%"
14.07.2011,59.679,"-1,63%"
13.07.2011,60.670,"1,62%"
12.07.2011,59.705,"-0,86%"
11.07.2011,60.224,"-2,10%"
08.07.2011,61.513,"-1,12%"
07.07.2011,62.207,"-0,57%"
06.07.2011,62.565,"-0,75%"
05.07.2011,63.039,"-1,33%"
04.07.2011,63.891,"0,78%"
01.07.2011,63.394,"1,59%"
30.06.2011,62.404,"0,11%"
29.06.2011,62.334,"0,05%"
28.06.2011,62.303,"1,77%"
27.06.2011,61.217,"0,33%"
24.06.2011,61.017,"-0,29%"
22.06.2011,61.194,"-0,37%"
21.06.2011,61.424,"0,42%"
20.06.2011,61.168,"0,18%"
17.06.2011,61.060,"0,29%"
16.06.2011,60.881,"-1,17%"
15.06.2011,61.604,"-0,97%"
14.06.2011,62.205,"0,29%"
13.06.2011,62.023,"-1,08%"
10.06.2011,62.697,"-1,22%"
09.06.2011,63.469,"0,69%"
08.06.2011,63.033,"-0,29%"
07.06.2011,63.218,"0,24%"
06.06.2011,63.068,"-1,98%"
03.06.2011,64.340,"0,19%"
02.06.2011,64.218,"1,27%"
01.06.2011,63.411,"-1,87%"
31.05.2011,64.620,"1,04%"
30.05.2011,63.954,"-0,53%"
27.05.2011,64.295,"0,31%"
26.05.2011,64.099,"1,12%"
25.05.2011,63.388,"0,08%"
24.05.2011,63.337,"1,59%"
23.05.2011,62.345,"-0,40%"
20.05.2011,62.597,"0,37%"
19.05.2011,62.367,"-0,75%"
18.05.2011,62.841,"-1,31%"
17.05.2011,63.673,"1,34%"
16.05.2011,62.830,"-0,64%"
13.05.2011,63.235,"-1,20%"
12.05.2011,64.003,"0,36%"
11.05.2011,63.776,"-1,70%"
10.05.2011,64.877,"0,39%"
09.05.2011,64.622,"0,32%"
06.05.2011,64.417,"1,59%"
05.05.2011,63.407,"-0,33%"
04.05.2011,63.616,"-1,09%"
03.05.2011,64.318,"-1,75%"
02.05.2011,65.463,"-1,01%"
29.04.2011,66.133,"0,70%"
28.04.2011,65.673,"-0,89%"
27.04.2011,66.264,"-1,31%"
26.04.2011,67.144,"0,26%"
25.04.2011,66.972,"-0,13%"
20.04.2011,67.058,"1,36%"
19.04.2011,66.158,"1,14%"
18.04.2011,65.415,"-1,90%"
15.04.2011,66.684,"0,61%"
14.04.2011,66.279,"-0,31%"
13.04.2011,66.486,"-0,61%"
12.04.2011,66.896,"-1,86%"
11.04.2011,68.164,"-0,81%"
08.04.2011,68.718,"-0,66%"
07.04.2011,69.176,"0,20%"
06.04.2011,69.037,"-1,15%"
05.04.2011,69.838,"0,19%"
04.04.2011,69.704,"0,63%"
01.04.2011,69.268,"0,99%"
31.03.2011,68.587,"0,87%"
30.03.2011,67.997,"0,86%"
29.03.2011,67.419,"0,34%"
28.03.2011,67.193,"-0,85%"
25.03.2011,67.766,"0,35%"
24.03.2011,67.533,"-0,39%"
23.03.2011,67.796,"0,32%"
22.03.2011,67.578,"1,33%"
21.03.2011,66.690,"-0,28%"
18.03.2011,66.880,"1,00%"
17.03.2011,66.216,"0,32%"
16.03.2011,66.003,"-1,50%"
15.03.2011,67.005,"-0,24%"
14.03.2011,67.169,"0,73%"
11.03.2011,66.685,"0,98%"
10.03.2011,66.041,"-1,82%"
09.03.2011,67.264,"-1,10%"
04.03.2011,68.012,"-0,20%"
03.03.2011,68.146,"1,28%"
02.03.2011,67.282,"1,57%"
01.03.2011,66.243,"-1,69%"
28.02.2011,67.383,"0,72%"
25.02.2011,66.903,"-0,07%"
24.02.2011,66.949,"0,06%"
23.02.2011,66.910,"0,71%"
22.02.2011,66.440,"-1,22%"
21.02.2011,67.259,"-1,19%"
18.02.2011,68.067,"0,56%"
17.02.2011,67.685,"0,16%"
16.02.2011,67.576,"1,86%"
15.02.2011,66.341,"-0,33%"
14.02.2011,66.558,"1,22%"
11.02.2011,65.756,"1,82%"
10.02.2011,64.578,"0,56%"
09.02.2011,64.218,"-2,36%"
08.02.2011,65.771,"0,63%"
07.02.2011,65.362,"0,14%"
04.02.2011,65.269,"-2,24%"
03.02.2011,66.765,"0,12%"
02.02.2011,66.688,"-1,71%"
01.02.2011,67.847,"1,91%"
31.01.2011,66.575,"-0,18%"
28.01.2011,66.698,"-1,99%"
27.01.2011,68.051,"-0,96%"
26.01.2011,68.709,"-1,03%"
24.01.2011,69.427,"0,43%"
21.01.2011,69.133,"-0,62%"
20.01.2011,69.562,"-0,71%"
19.01.2011,70.058,"-1,22%"
18.01.2011,70.920,"0,44%"
17.01.2011,70.609,"-0,47%"
14.01.2011,70.940,"0,31%"
13.01.2011,70.721,"-1,27%"
12.01.2011,71.633,"1,72%"
11.01.2011,70.423,"0,42%"
10.01.2011,70.127,"0,10%"
07.01.2011,70.057,"-0,74%"
06.01.2011,70.579,"-0,72%"
05.01.2011,71.091,"1,10%"
04.01.2011,70.318,"0,51%"
03.01.2011,69.962,"0,95%"
30.12.2010,69.305,"0,51%"
29.12.2010,68.952,"1,34%"
28.12.2010,68.041,"0,35%"
27.12.2010,67.803,"-1,00%"
23.12.2010,68.486,"0,02%"
22.12.2010,68.471,"0,38%"
21.12.2010,68.215,"1,41%"
20.12.2010,67.264,"-1,05%"
17.12.2010,67.981,"1,00%"
16.12.2010,67.306,"-0,83%"
15.12.2010,67.870,"-1,27%"
14.12.2010,68.743,"-0,55%"
13.12.2010,69.126,"1,15%"
10.12.2010,68.342,"0,68%"
09.12.2010,67.879,"-0,43%"
08.12.2010,68.175,"-1,68%"
07.12.2010,69.338,"-0,31%"
06.12.2010,69.552,"-0,31%"
03.12.2010,69.766,"0,34%"
02.12.2010,69.527,"0,26%"
01.12.2010,69.346,"2,42%"
30.11.2010,67.705,"-0,30%"
29.11.2010,67.908,"-0,47%"
26.11.2010,68.226,"-1,64%"
25.11.2010,69.362,"-0,38%"
24.11.2010,69.629,"2,47%"
23.11.2010,67.953,"-2,41%"
22.11.2010,69.632,"-1,79%"
19.11.2010,70.898,"0,17%"
18.11.2010,70.781,"1,54%"
17.11.2010,69.709,"0,75%"
16.11.2010,69.192,"-1,67%"
12.11.2010,70.367,"-1,16%"
11.11.2010,71.195,"-0,62%"
10.11.2010,71.638,"-0,06%"
09.11.2010,71.679,"-1,35%"
08.11.2010,72.657,"0,07%"
05.11.2010,72.607,"-0,53%"
04.11.2010,72.996,"1,52%"
03.11.2010,71.905,"0,48%"
01.11.2010,71.561,"1,26%"
29.10.2010,70.673,"0,50%"
28.10.2010,70.320,"-0,35%"
27.10.2010,70.569,"-0,24%"
26.10.2010,70.740,"1,67%"
25.10.2010,69.580,"0,07%"
22.10.2010,69.530,"-0,18%"
21.10.2010,69.652,"-1,07%"
20.10.2010,70.405,"0,77%"
19.10.2010,69.864,"-2,61%"
18.10.2010,71.736,"-0,13%"
15.10.2010,71.830,"0,19%"
14.10.2010,71.692,"0,02%"
13.10.2010,71.675,"1,03%"
11.10.2010,70.946,"0,19%"
08.10.2010,70.809,"1,27%"
07.10.2010,69.918,"-0,88%"
06.10.2010,70.541,"-1,04%"
05.10.2010,71.283,"1,28%"
04.10.2010,70.385,"0,22%"
01.10.2010,70.229,"1,15%"
30.09.2010,69.430,"0,29%"
29.09.2010,69.228,"0,00%"
28.09.2010,69.228,"0,60%"
27.09.2010,68.816,"0,91%"
24.09.2010,68.196,"-0,87%"
23.09.2010,68.794,"0,69%"
22.09.2010,68.325,"0,89%"
21.09.2010,67.719,"-0,69%"
20.09.2010,68.190,"1,64%"
17.09.2010,67.089,"-0,85%"
16.09.2010,67.663,"-0,65%"
15.09.2010,68.107,"0,61%"
14.09.2010,67.692,"-0,50%"
13.09.2010,68.031,"1,83%"
10.09.2010,66.807,"0,27%"
09.09.2010,66.624,"0,33%"
08.09.2010,66.407,"-0,51%"
06.09.2010,66.747,"0,10%"
03.09.2010,66.679,"-0,19%"
02.09.2010,66.808,"-0,40%"
01.09.2010,67.073,"2,96%"
31.08.2010,65.145,"1,38%"
30.08.2010,64.261,"-2,02%"
27.08.2010,65.585,"2,69%"
26.08.2010,63.867,"-1,44%"
25.08.2010,64.803,"-0,54%"
24.08.2010,65.156,"-1,25%"
23.08.2010,65.982,"-1,04%"
20.08.2010,66.677,"-0,31%"
19.08.2010,66.887,"-1,11%"
18.08.2010,67.638,"0,08%"
17.08.2010,67.584,"1,32%"
16.08.2010,66.702,"0,66%"
13.08.2010,66.264,"0,45%"
12.08.2010,65.966,"0,27%"
11.08.2010,65.790,"-2,13%"
10.08.2010,67.223,"-0,94%"
09.08.2010,67.862,"-0,34%"
06.08.2010,68.095,"-0,46%"
05.08.2010,68.412,"0,21%"
04.08.2010,68.272,"0,40%"
03.08.2010,67.997,"-0,76%"
02.08.2010,68.517,"1,48%"
30.07.2010,67.515,"0,84%"
29.07.2010,66.954,"0,22%"
28.07.2010,66.808,"0,20%"
27.07.2010,66.674,"0,35%"
26.07.2010,66.443,"0,18%"
23.07.2010,66.323,"0,87%"
22.07.2010,65.748,"1,97%"
21.07.2010,64.477,"0,02%"
20.07.2010,64.462,"1,84%"
19.07.2010,63.297,"1,54%"
16.07.2010,62.339,"-1,81%"
15.07.2010,63.489,"0,02%"
14.07.2010,63.479,"-0,33%"
13.07.2010,63.686,"1,15%"
12.07.2010,62.960,"-0,81%"
08.07.2010,63.476,"0,30%"
07.07.2010,63.284,"1,96%"
06.07.2010,62.065,"1,97%"
05.07.2010,60.865,"-0,92%"
02.07.2010,61.430,"0,32%"
01.07.2010,61.236,"0,49%"
30.06.2010,60.936,"-1,68%"
29.06.2010,61.978,"-3,50%"
28.06.2010,64.225,"-0,92%"
25.06.2010,64.824,"1,39%"
24.06.2010,63.937,"-1,88%"
23.06.2010,65.160,"0,54%"
22.06.2010,64.811,"-0,03%"
21.06.2010,64.829,"0,61%"
18.06.2010,64.438,"-0,16%"
17.06.2010,64.541,"-0,32%"
16.06.2010,64.751,"0,48%"
15.06.2010,64.442,"1,43%"
14.06.2010,63.533,"-0,11%"
11.06.2010,63.605,"0,88%"
10.06.2010,63.049,"2,55%"
09.06.2010,61.479,"-0,51%"
08.06.2010,61.794,"1,00%"
07.06.2010,61.183,"-0,80%"
04.06.2010,61.676,"-2,01%"
02.06.2010,62.943,"1,78%"
01.06.2010,61.841,"-1,91%"
31.05.2010,63.047,"1,78%"
28.05.2010,61.947,"-0,23%"
27.05.2010,62.092,"3,16%"
26.05.2010,60.190,"1,70%"
25.05.2010,59.184,"-1,22%"
24.05.2010,59.915,"-0,57%"
21.05.2010,60.259,"3,55%"
20.05.2010,58.192,"-2,51%"
19.05.2010,59.689,"-1,89%"
18.05.2010,60.841,"-3,22%"
17.05.2010,62.866,"-0,86%"
14.05.2010,63.412,"-2,12%"
13.05.2010,64.788,"-0,67%"
12.05.2010,65.224,"1,24%"
11.05.2010,64.425,"-1,57%"
10.05.2010,65.453,"4,11%"
07.05.2010,62.871,"-0,86%"
06.05.2010,63.414,"-2,31%"
05.05.2010,64.914,"0,07%"
04.05.2010,64.869,"-3,35%"
03.05.2010,67.119,"-0,61%"
30.04.2010,67.530,"-0,66%"
29.04.2010,67.978,"1,98%"
28.04.2010,66.656,"0,22%"
27.04.2010,66.511,"-3,43%"
26.04.2010,68.872,"-0,92%"
23.04.2010,69.509,"0,18%"
22.04.2010,69.386,"0,10%"
20.04.2010,69.318,"0,32%"
19.04.2010,69.098,"-0,47%"
16.04.2010,69.421,"-1,56%"
15.04.2010,70.524,"-0,72%"
14.04.2010,71.035,"0,34%"
13.04.2010,70.792,"0,25%"
12.04.2010,70.614,"-1,12%"
09.04.2010,71.417,"-0,51%"
08.04.2010,71.785,"1,40%"
07.04.2010,70.793,"-0,43%"
06.04.2010,71.096,"-0,27%"
05.04.2010,71.290,"0,22%"
01.04.2010,71.136,"1,09%"
31.03.2010,70.372,"0,59%"
30.03.2010,69.960,"0,03%"
29.03.2010,69.939,"1,83%"
26.03.2010,68.683,"0,35%"
25.03.2010,68.442,"-0,68%"
24.03.2010,68.913,"-0,68%"
23.03.2010,69.387,"0,50%"
22.03.2010,69.042,"0,31%"
19.03.2010,68.829,"-1,25%"
18.03.2010,69.697,"-0,04%"
17.03.2010,69.723,"-0,31%"
16.03.2010,69.942,"1,33%"
15.03.2010,69.024,"-0,46%"
12.03.2010,69.341,"-0,78%"
11.03.2010,69.885,"-0,13%"
10.03.2010,69.979,"0,58%"
09.03.2010,69.576,"1,46%"
08.03.2010,68.575,"-0,39%"
05.03.2010,68.846,"1,52%"
04.03.2010,67.815,"0,26%"
03.03.2010,67.641,"-0,20%"
02.03.2010,67.779,"0,82%"
01.03.2010,67.228,"1,09%"
26.02.2010,66.503,"0,58%"
25.02.2010,66.121,"0,50%"
24.02.2010,65.795,"-0,47%"
23.02.2010,66.108,"-1,60%"
22.02.2010,67.184,"-0,61%"
19.02.2010,67.597,"-0,35%"
18.02.2010,67.836,"0,82%"
17.02.2010,67.285,"2,17%"
12.02.2010,65.855,"-0,41%"
11.02.2010,66.129,"1,66%"
10.02.2010,65.051,"0,51%"
09.02.2010,64.718,"2,48%"
08.02.2010,63.153,"0,62%"
05.02.2010,62.763,"-1,83%"
04.02.2010,63.934,"-4,73%"
03.02.2010,67.109,"-0,08%"
02.02.2010,67.163,"0,89%"
01.02.2010,66.572,"1,79%"
29.01.2010,65.402,"-0,28%"
28.01.2010,65.588,"0,80%"
27.01.2010,65.070,"-0,69%"
26.01.2010,65.524,"-1,05%"
22.01.2010,66.220,"-0,08%"
21.01.2010,66.270,"-2,83%"
20.01.2010,68.200,"-2,44%"
19.01.2010,69.909,"0,73%"
18.01.2010,69.401,"0,61%"
15.01.2010,68.978,"-1,18%"
14.01.2010,69.801,"-0,83%"
13.01.2010,70.385,"0,44%"
12.01.2010,70.076,"-0,51%"
11.01.2010,70.433,"0,24%"
08.01.2010,70.263,"-0,27%"
07.01.2010,70.451,"-0,39%"
06.01.2010,70.729,"0,70%"
05.01.2010,70.240,"0,28%"
04.01.2010,70.045,"2,12%"
30.12.2009,68.588,"0,43%"
29.12.2009,68.296,"0,58%"
28.12.2009,67.902,"0,46%"
23.12.2009,67.589,"0,25%"
22.12.2009,67.418,"2,26%"
21.12.2009,65.925,"-1,30%"
18.12.2009,66.794,"-0,41%"
17.12.2009,67.068,"-2,26%"
16.12.2009,68.622,"-0,99%"
15.12.2009,69.311,"-0,05%"
14.12.2009,69.349,"0,12%"
11.12.2009,69.267,"0,78%"
10.12.2009,68.728,"1,05%"
09.12.2009,68.012,"0,42%"
08.12.2009,67.729,"-1,14%"
07.12.2009,68.512,"1,34%"
04.12.2009,67.604,"-1,04%"
03.12.2009,68.315,"-0,44%"
02.12.2009,68.615,"0,30%"
01.12.2009,68.408,"2,03%"
30.11.2009,67.044,"-0,06%"
27.11.2009,67.082,"1,04%"
26.11.2009,66.392,"-2,25%"
25.11.2009,67.917,"0,89%"
24.11.2009,67.317,"0,76%"
23.11.2009,66.809,"0,73%"
19.11.2009,66.327,"-0,28%"
18.11.2009,66.516,"-1,32%"
17.11.2009,67.406,"1,17%"
16.11.2009,66.627,"1,99%"
13.11.2009,65.326,"1,36%"
12.11.2009,64.448,"-2,99%"
11.11.2009,66.431,"0,19%"
10.11.2009,66.303,"0,13%"
09.11.2009,66.214,"2,71%"
06.11.2009,64.466,"-0,54%"
05.11.2009,64.816,"1,41%"
04.11.2009,63.913,"2,03%"
03.11.2009,62.643,"1,78%"
30.10.2009,61.546,"-3,41%"
29.10.2009,63.721,"5,92%"
28.10.2009,60.162,"-4,75%"
27.10.2009,63.161,"-2,96%"
26.10.2009,65.086,"0,04%"
23.10.2009,65.059,"-1,63%"
22.10.2009,66.135,"0,99%"
21.10.2009,65.486,"0,28%"
20.10.2009,65.303,"-2,88%"
19.10.2009,67.239,"1,57%"
16.10.2009,66.200,"-0,75%"
15.10.2009,66.703,"0,76%"
14.10.2009,66.201,"2,41%"
13.10.2009,64.646,"0,90%"
09.10.2009,64.071,"0,49%"
08.10.2009,63.760,"1,79%"
07.10.2009,62.638,"-0,05%"
06.10.2009,62.671,"0,48%"
05.10.2009,62.369,"1,96%"
02.10.2009,61.172,"1,18%"
01.10.2009,60.459,"-1,72%"
30.09.2009,61.518,"0,46%"
29.09.2009,61.235,"-0,13%"
28.09.2009,61.317,"1,59%"
25.09.2009,60.356,"0,52%"
24.09.2009,60.046,"-0,74%"
23.09.2009,60.496,"-1,62%"
22.09.2009,61.493,"0,93%"
21.09.2009,60.928,"0,37%"
18.09.2009,60.703,"0,78%"
17.09.2009,60.236,"-0,29%"
16.09.2009,60.411,"1,94%"
15.09.2009,59.264,"0,67%"
14.09.2009,58.868,"0,86%"
11.09.2009,58.366,"-0,29%"
10.09.2009,58.536,"1,08%"
09.09.2009,57.910,"0,10%"
08.09.2009,57.855,"2,12%"
04.09.2009,56.652,"1,70%"
03.09.2009,55.707,"0,58%"
02.09.2009,55.386,"-0,77%"
01.09.2009,55.815,"-1,19%"
31.08.2009,56.489,"-2,10%"
28.08.2009,57.701,"-0,01%"
27.08.2009,57.704,"-0,11%"
26.08.2009,57.766,"0,60%"
25.08.2009,57.421,"-0,61%"
24.08.2009,57.775,"0,08%"
21.08.2009,57.729,"1,58%"
20.08.2009,56.831,"1,20%"
19.08.2009,56.156,"0,73%"
18.08.2009,55.749,"0,96%"
17.08.2009,55.218,"-2,51%"
14.08.2009,56.638,"-0,72%"
13.08.2009,57.048,"0,81%"
12.08.2009,56.588,"1,48%"
11.08.2009,55.761,"-1,88%"
10.08.2009,56.830,"0,89%"
07.08.2009,56.330,"1,03%"
06.08.2009,55.755,"-1,12%"
05.08.2009,56.384,"0,62%"
04.08.2009,56.038,"0,07%"
03.08.2009,55.998,"2,25%"
31.07.2009,54.766,"0,53%"
30.07.2009,54.478,"1,38%"
29.07.2009,53.735,"-1,35%"
28.07.2009,54.472,"-0,14%"
27.07.2009,54.549,"0,17%"
24.07.2009,54.457,"0,38%"
23.07.2009,54.249,"2,22%"
22.07.2009,53.073,"-0,30%"
21.07.2009,53.234,"0,15%"
20.07.2009,53.155,"2,08%"
17.07.2009,52.072,"0,30%"
16.07.2009,51.918,"1,21%"
15.07.2009,51.297,"4,96%"
14.07.2009,48.873,"-0,64%"
13.07.2009,49.187,"-0,07%"
10.07.2009,49.221,"0,09%"
08.07.2009,49.178,"-0,56%"
07.07.2009,49.457,"-2,30%"
06.07.2009,50.622,"-0,61%"
03.07.2009,50.935,"-0,18%"
02.07.2009,51.025,"-1,01%"
01.07.2009,51.544,"0,15%"
30.06.2009,51.465,"-1,29%"
29.06.2009,52.138,"1,27%"
26.06.2009,51.486,"-0,06%"
25.06.2009,51.515,"3,71%"
24.06.2009,49.672,"-0,29%"
23.06.2009,49.814,"0,64%"
22.06.2009,49.495,"-3,66%"
19.06.2009,51.374,"0,93%"
18.06.2009,50.903,"-0,28%"
17.06.2009,51.046,"-0,31%"
16.06.2009,51.206,"-1,59%"
15.06.2009,52.034,"-2,85%"
12.06.2009,53.558,"0,28%"
10.06.2009,53.411,"0,48%"
09.06.2009,53.157,"-0,88%"
08.06.2009,53.630,"0,54%"
05.06.2009,53.341,"-0,23%"
04.06.2009,53.464,"2,64%"
03.06.2009,52.087,"-3,54%"
02.06.2009,54.000,"-0,89%"
01.06.2009,54.486,"2,42%"
29.05.2009,53.198,"0,30%"
28.05.2009,53.041,"2,41%"
27.05.2009,51.792,"-0,09%"
26.05.2009,51.841,"2,02%"
25.05.2009,50.816,"0,49%"
22.05.2009,50.568,"0,96%"
21.05.2009,50.087,"-2,26%"
20.05.2009,51.245,"-0,20%"
19.05.2009,51.347,"-0,23%"
18.05.2009,51.463,"5,01%"
15.05.2009,49.007,"-0,89%"
14.05.2009,49.446,"1,58%"
13.05.2009,48.679,"-3,27%"
12.05.2009,50.326,"-1,28%"
11.05.2009,50.976,"-0,82%"
08.05.2009,51.396,"2,67%"
07.05.2009,50.058,"-2,80%"
06.05.2009,51.499,"1,64%"
05.05.2009,50.670,"0,53%"
04.05.2009,50.405,"6,59%"
30.04.2009,47.290,"0,13%"
29.04.2009,47.227,"3,07%"
28.04.2009,45.821,"0,00%"
27.04.2009,45.820,"-2,04%"
24.04.2009,46.772,"2,12%"
23.04.2009,45.801,"2,03%"
22.04.2009,44.888,"1,02%"
20.04.2009,44.433,"-2,94%"
17.04.2009,45.778,"-0,54%"
16.04.2009,46.025,"1,66%"
15.04.2009,45.273,"-0,32%"
14.04.2009,45.418,"-1,25%"
13.04.2009,45.992,"0,99%"
09.04.2009,45.539,"3,07%"
08.04.2009,44.182,"0,81%"
07.04.2009,43.825,"-0,77%"
06.04.2009,44.167,"-0,50%"
03.04.2009,44.391,"1,50%"
02.04.2009,43.736,"4,19%"
01.04.2009,41.976,"2,57%"
31.03.2009,40.926,"0,67%"
30.03.2009,40.653,"-2,99%"
27.03.2009,41.907,"-1,60%"
26.03.2009,42.589,"1,89%"
25.03.2009,41.799,"0,78%"
24.03.2009,41.476,"-2,27%"
23.03.2009,42.439,"5,90%"
20.03.2009,40.076,"-0,93%"
19.03.2009,40.453,"0,77%"
18.03.2009,40.142,"1,60%"
17.03.2009,39.511,"2,34%"
16.03.2009,38.607,"-1,05%"
13.03.2009,39.015,"-0,35%"
12.03.2009,39.152,"0,89%"
11.03.2009,38.805,"0,03%"
10.03.2009,38.795,"5,59%"
09.03.2009,36.741,"-0,98%"
06.03.2009,37.105,"-0,71%"
05.03.2009,37.369,"-2,69%"
04.03.2009,38.402,"5,30%"
03.03.2009,36.468,"0,64%"
02.03.2009,36.235,"-5,10%"
27.02.2009,38.183,"0,01%"
26.02.2009,38.180,"-0,14%"
